Time (ns),Neutrons out per ns,DSR,Tion (keV)
9.878,1.86E+17,0.045326,5.25742
9.879,1.91E+17,0.0455445,5.26332
9.88,1.96E+17,0.0458085,5.26978
9.881,2.01E+17,0.0459937,5.27682
9.882,2.06E+17,0.0461786,5.28444
9.883,2.12E+17,0.0463635,5.29264
9.884,2.18E+17,0.0465483,5.30143
9.885,2.24E+17,0.0467332,5.31083
9.886,2.30E+17,0.0469181,5.32082
9.887,2.37E+17,0.0471029,5.33143
9.888,2.44E+17,0.0472878,5.34265
9.889,2.51E+17,0.0474727,5.35449
9.89,2.59E+17,0.0476575,5.36696
9.891,2.67E+17,0.0478424,5.38006
9.892,2.75E+17,0.0479831,5.3938
9.893,2.83E+17,0.0481009,5.40818
9.894,2.91E+17,0.0482187,5.42321
9.895,3.00E+17,0.0483365,5.4389
9.896,3.10E+17,0.0484543,5.45525
9.897,3.20E+17,0.048572,5.47225
9.898,3.30E+17,0.0486898,5.4899
9.899,3.41E+17,0.0488076,5.50817
9.9,3.52E+17,0.0489254,5.52707
9.901,3.63E+17,0.0490432,5.54659
9.902,3.76E+17,0.049161,5.5667
9.903,3.88E+17,0.0492788,5.58741
9.904,4.02E+17,0.0493449,5.60871
9.905,4.16E+17,0.0494,5.63058
9.906,4.31E+17,0.0494552,5.65301
9.907,4.46E+17,0.0495103,5.676
9.908,4.62E+17,0.0495655,5.69954
9.909,4.79E+17,0.0496206,5.72361
9.91,4.96E+17,0.0496758,5.74821
9.911,5.14E+17,0.0497309,5.77332
9.912,5.33E+17,0.0497861,5.79894
9.913,5.52E+17,0.0498412,5.82506
9.914,5.73E+17,0.0498964,5.85167
9.915,5.94E+17,0.049903,5.87875
9.916,6.16E+17,0.04988,5.9063
9.917,6.38E+17,0.0498569,5.93431
9.918,6.62E+17,0.0498339,5.96277
9.919,6.86E+17,0.0498109,5.99166
9.92,7.11E+17,0.0497879,6.02099
9.921,7.36E+17,0.0497649,6.05072
9.922,7.62E+17,0.0497419,6.08083
9.923,7.89E+17,0.0497189,6.11126
9.924,8.17E+17,0.0496959,6.14196
9.925,8.45E+17,0.0496795,6.17288
9.926,8.75E+17,0.0496714,6.20397
9.927,9.05E+17,0.0496632,6.23518
9.928,9.36E+17,0.0496551,6.26646
9.929,9.68E+17,0.049647,6.29777
9.93,1.00E+18,0.0496389,6.32905
9.931,1.04E+18,0.0496039,6.36025
9.932,1.07E+18,0.0495687,6.39133
9.933,1.11E+18,0.0495336,6.42223
9.934,1.15E+18,0.0494984,6.45291
9.935,1.19E+18,0.0494633,6.48331
9.936,1.23E+18,0.0494282,6.51338
9.937,1.27E+18,0.049393,6.54308
9.938,1.32E+18,0.0493579,6.57236
9.939,1.36E+18,0.0493227,6.60117
9.94,1.40E+18,0.0492391,6.62945
9.941,1.45E+18,0.0491421,6.65716
9.942,1.49E+18,0.0490451,6.68424
9.943,1.54E+18,0.0489481,6.71066
9.944,1.59E+18,0.0488511,6.73635
9.945,1.64E+18,0.0487541,6.76127
9.946,1.70E+18,0.0486572,6.7854
9.947,1.76E+18,0.0485602,6.80887
9.948,1.83E+18,0.0484632,6.83181
9.949,1.90E+18,0.0483662,6.85439
9.95,1.98E+18,0.0482692,6.87675
9.951,2.07E+18,0.0481722,6.89904
9.952,2.16E+18,0.0480752,6.92142
9.953,2.26E+18,0.0479782,6.94403
9.954,2.37E+18,0.0478812,6.96703
9.955,2.50E+18,0.0477842,6.99056
9.956,2.63E+18,0.0476405,7.01478
9.957,2.77E+18,0.0473856,7.03984
9.958,2.92E+18,0.0471308,7.06589
9.959,3.08E+18,0.0468759,7.09307
9.96,3.25E+18,0.046621,7.12155
9.961,3.43E+18,0.0463662,7.15147
9.962,3.61E+18,0.0461113,7.18298
9.963,3.81E+18,0.0458565,7.21624
9.964,4.01E+18,0.0456016,7.25138
9.965,4.21E+18,0.0453468,7.28857
9.966,4.42E+18,0.0450919,7.32796
9.967,4.64E+18,0.0448371,7.36969
9.968,4.86E+18,0.0445822,7.41392
9.969,5.09E+18,0.0443274,7.4608
9.97,5.32E+18,0.0440725,7.51048
9.971,5.57E+18,0.0446383,7.56321
9.972,5.90E+18,0.0439256,7.61972
9.973,6.25E+18,0.0441825,7.68083
9.974,6.64E+18,0.0441838,7.74736
9.975,7.06E+18,0.0435114,7.82014
9.976,7.51E+18,0.043066,7.89999
9.977,8.02E+18,0.042685,7.98773
9.978,8.55E+18,0.042505,8.08419
9.979,9.12E+18,0.0424706,8.1902
9.98,9.72E+18,0.0419027,8.30657
9.981,1.04E+19,0.0418592,8.43413
9.982,1.11E+19,0.040988,8.57371
9.983,1.19E+19,0.0414784,8.72613
9.984,1.28E+19,0.0413567,8.89222
9.985,1.38E+19,0.0402368,9.0728
9.986,1.48E+19,0.0399645,9.26868
9.987,1.60E+19,0.0402807,9.48071
9.988,1.73E+19,0.0393061,9.7097
9.989,1.85E+19,0.0400396,9.95647
9.99,2.01E+19,0.0385559,10.2219
9.991,2.17E+19,0.0386542,10.5067
9.992,2.36E+19,0.0377718,10.8118
9.993,2.55E+19,0.0373112,11.1379
9.994,2.75E+19,0.0369173,11.486
9.995,2.97E+19,0.0366331,11.8568
9.996,3.21E+19,0.0362039,12.2508
9.997,3.45E+19,0.0365595,12.6671
9.998,3.71E+19,0.0358186,13.1045
9.999,3.97E+19,0.0351743,13.5617
10,4.23E+19,0.0347882,14.0374
10.001,4.50E+19,0.0345438,14.5305
10.002,4.76E+19,0.0336544,15.0396
10.003,5.02E+19,0.0334788,15.5635
10.004,5.29E+19,0.03265,16.101
10.005,5.51E+19,0.0324014,16.6508
10.006,5.74E+19,0.0313418,17.2117
10.007,5.93E+19,0.0310538,17.7823
10.008,6.12E+19,0.0303328,18.3616
10.009,6.25E+19,0.0304508,18.9481
10.01,6.37E+19,0.0299572,19.5408
10.011,6.48E+19,0.0289846,20.1382
10.012,6.54E+19,0.0291749,20.7392
10.013,6.59E+19,0.0280419,21.3425
10.014,6.61E+19,0.0273712,21.9469
10.015,6.61E+19,0.0269306,22.5512
10.016,6.56E+19,0.026966,23.1539
10.017,6.50E+19,0.026659,23.7541
10.018,6.43E+19,0.0257847,24.3502
10.019,6.34E+19,0.0250328,24.9412
10.02,6.23E+19,0.0250296,25.5258
10.021,6.09E+19,0.024265,26.1029
10.022,5.95E+19,0.0239346,26.6718
10.023,5.78E+19,0.0239641,27.2323
10.024,5.62E+19,0.0235577,27.7839
10.025,5.45E+19,0.0226779,28.3262
10.026,5.27E+19,0.0228,28.8588
10.027,5.09E+19,0.0220479,29.3813
10.028,4.89E+19,0.021723,29.8933
10.029,4.70E+19,0.0211802,30.3944
10.03,4.50E+19,0.021094,30.8842
10.031,4.32E+19,0.0201043,31.3623
10.032,4.13E+19,0.0199648,31.8283
10.033,3.94E+19,0.0193707,32.2818
10.034,3.76E+19,0.0192158,32.7223
10.035,3.58E+19,0.0182184,33.1495
10.036,3.39E+19,0.018514,33.563
10.037,3.22E+19,0.0178871,33.9623
10.038,3.04E+19,0.017434,34.3472
10.039,2.88E+19,0.0172096,34.717
10.04,2.72E+19,0.0167453,35.0716
10.041,2.57E+19,0.0164341,35.4104
10.042,2.41E+19,0.0163911,35.733
10.043,2.27E+19,0.0158627,36.0391
10.044,2.14E+19,0.0148549,36.3282
10.045,2.00E+19,0.0151746,36.6
10.046,1.88E+19,0.0150002,36.8542
10.047,1.76E+19,0.0144991,37.0911
10.048,1.65E+19,0.014068,37.3115
10.049,1.54E+19,0.0142161,37.5158
10.05,1.44E+19,0.0142071,37.7046
10.051,1.34E+19,0.0134779,37.8784
10.052,1.25E+19,0.0132872,38.0379
10.053,1.17E+19,0.0128308,38.1836
10.054,1.09E+19,0.0125043,38.3161
10.055,1.01E+19,0.012592,38.4359
10.056,9.37E+18,0.0124513,38.5437
10.057,8.73E+18,0.0119061,38.6399
10.058,8.09E+18,0.0116896,38.7251
10.059,7.51E+18,0.0117788,38.8
10.06,6.95E+18,0.0114051,38.865
10.061,6.46E+18,0.0111532,38.9208
10.062,6.00E+18,0.0110465,38.9679
10.063,5.54E+18,0.0106474,39.0069
10.064,5.14E+18,0.0103341,39.0383
10.065,4.75E+18,0.0102115,39.0628
10.066,4.38E+18,0.0102194,39.0808
10.067,4.04E+18,0.0100832,39.0929
10.068,3.73E+18,0.00962523,39.0998
10.069,3.46E+18,0.00969361,39.102
10.07,3.18E+18,0.00927549,39.1
10.071,2.94E+18,0.00899028,39.0943
10.072,2.70E+18,0.00893568,39.0851
10.073,2.49E+18,0.00892986,39.0725
10.074,2.30E+18,0.00889265,39.0563
10.075,2.13E+18,0.00851207,39.0368
10.076,1.94E+18,0.00837982,39.0139
10.077,1.81E+18,0.00828992,38.9877
10.078,1.66E+18,0.00796093,38.9582
10.079,1.52E+18,0.00779026,38.9255
10.08,1.41E+18,0.00762091,38.8896
10.081,1.31E+18,0.00750706,38.8505
10.082,1.21E+18,0.00739397,38.8084
10.083,1.12E+18,0.00728088,38.7633
10.084,1.03E+18,0.0071678,38.7151
10.085,9.50E+17,0.00705471,38.664
10.086,8.68E+17,0.00694162,38.6099
10.087,7.87E+17,0.00682853,38.553
10.088,7.06E+17,0.00675342,38.4933
10.089,6.25E+17,0.00667913,38.4308
10.09,5.44E+17,0.00660566,38.3656
10.091,4.63E+17,0.006533,38.2977
10.092,3.82E+17,0.00646113,38.2271
10.093,3.01E+17,0.00639006,38.1539
10.094,2.20E+17,0.00631977,38.0782
10.095,1.39E+17,0.00625025,38
10.096,5.84E+16,0.0061815,37.9193
10.097,-2.26E+16,0.0061135,37.8363
10.098,-1.04E+17,0.00604626,37.751
10.099,-1.85E+17,0.00597975,37.6635
10.1,-2.65E+17,0.00591397,37.5739
