Time (ns),Neutrons out per ns,DSR,Tion (keV)
9.511,2.37E+18,0.0432629,7.04976
9.512,2.45E+18,0.0430939,7.08397
9.513,2.54E+18,0.0429206,7.11906
9.514,2.63E+18,0.0427431,7.15511
9.515,2.73E+18,0.0425613,7.19221
9.516,2.83E+18,0.0423753,7.23043
9.517,2.94E+18,0.0421853,7.26985
9.518,3.05E+18,0.0419911,7.31057
9.519,3.16E+18,0.0417929,7.35265
9.52,3.27E+18,0.0415907,7.39619
9.521,3.39E+18,0.0413846,7.44125
9.522,3.51E+18,0.0411747,7.48794
9.523,3.63E+18,0.0409608,7.53631
9.524,3.75E+18,0.0407432,7.58647
9.525,3.87E+18,0.0405218,7.63848
9.526,4.00E+18,0.0402967,7.69243
9.527,4.12E+18,0.040068,7.74841
9.528,4.25E+18,0.0398357,7.80648
9.529,4.40E+18,0.0395998,7.86675
9.53,4.55E+18,0.0393604,7.92927
9.531,4.71E+18,0.0391175,7.99415
9.532,4.88E+18,0.0388712,8.06145
9.533,5.04E+18,0.0386216,8.13127
9.534,5.23E+18,0.0383686,8.20368
9.535,5.40E+18,0.0381124,8.27876
9.536,5.59E+18,0.0378529,8.35659
9.537,5.78E+18,0.0375902,8.43727
9.538,5.98E+18,0.0373244,8.52086
9.539,6.20E+18,0.0370556,8.60745
9.54,6.38E+18,0.0367837,8.69712
9.541,6.60E+18,0.0365088,8.78996
9.542,6.83E+18,0.0362309,8.88604
9.543,7.06E+18,0.0359502,8.98544
9.544,7.26E+18,0.0356666,9.08826
9.545,7.49E+18,0.0353802,9.19456
9.546,7.72E+18,0.0350911,9.30443
9.547,7.96E+18,0.0347992,9.41796
9.548,8.21E+18,0.0345047,9.53521
9.549,8.43E+18,0.0342076,9.65629
9.55,8.67E+18,0.0339079,9.78126
9.551,8.92E+18,0.0336057,9.91016
9.552,9.14E+18,0.0333011,10.0428
9.553,9.37E+18,0.0329942,10.1791
9.554,9.58E+18,0.0326851,10.3188
9.555,9.80E+18,0.0323739,10.4617
9.556,1.00E+19,0.0320608,10.6077
9.557,1.02E+19,0.0317458,10.7564
9.558,1.04E+19,0.0314291,10.9078
9.559,1.06E+19,0.0311108,11.0617
9.56,1.08E+19,0.0307909,11.2178
9.561,1.09E+19,0.0304696,11.376
9.562,1.11E+19,0.0301471,11.5361
9.563,1.12E+19,0.0298233,11.6979
9.564,1.13E+19,0.0294985,11.8612
9.565,1.14E+19,0.0291727,12.0257
9.566,1.15E+19,0.028846,12.1914
9.567,1.15E+19,0.0285187,12.3581
9.568,1.16E+19,0.0281906,12.5254
9.569,1.16E+19,0.0278621,12.6933
9.57,1.16E+19,0.0275332,12.8616
9.571,1.15E+19,0.0272039,13.03
9.572,1.15E+19,0.0268745,13.1985
9.573,1.14E+19,0.026545,13.3667
9.574,1.13E+19,0.0262155,13.5344
9.575,1.12E+19,0.0258862,13.7016
9.576,1.11E+19,0.0255572,13.868
9.577,1.09E+19,0.0252285,14.0335
9.578,1.07E+19,0.0249003,14.1977
9.579,1.06E+19,0.0245726,14.3606
9.58,1.03E+19,0.0242457,14.522
9.581,1.01E+19,0.0239196,14.6816
9.582,9.92E+18,0.0235944,14.8393
9.583,9.67E+18,0.0232703,14.9948
9.584,9.42E+18,0.0229473,15.1481
9.585,9.17E+18,0.0226255,15.2988
9.586,8.91E+18,0.0223052,15.4469
9.587,8.63E+18,0.0219863,15.592
9.588,8.37E+18,0.021669,15.7341
9.589,8.09E+18,0.0213534,15.8729
9.59,7.81E+18,0.0210396,16.0083
9.591,7.53E+18,0.0207277,16.14
9.592,7.25E+18,0.0204179,16.2679
9.593,6.99E+18,0.0201102,16.3918
9.594,6.71E+18,0.0198048,16.5114
9.595,6.42E+18,0.0195017,16.6266
9.596,6.16E+18,0.0192011,16.7373
9.597,5.90E+18,0.0189032,16.8431
9.598,5.63E+18,0.0186079,16.944
9.599,5.38E+18,0.0183154,17.0397
9.6,5.12E+18,0.0180258,17.13
9.601,4.90E+18,0.0177393,17.2148
9.602,4.65E+18,0.0174559,17.2942
9.603,4.43E+18,0.0171757,17.3683
9.604,4.20E+18,0.0168988,17.4373
9.605,3.99E+18,0.0166254,17.5012
9.606,3.78E+18,0.0163553,17.5601
9.607,3.58E+18,0.0160889,17.6143
9.608,3.39E+18,0.0158261,17.6638
9.609,3.20E+18,0.0155671,17.7088
9.61,3.02E+18,0.0153119,17.7493
9.611,2.86E+18,0.0150607,17.7856
9.612,2.69E+18,0.0148134,17.8177
9.613,2.54E+18,0.0145703,17.8458
9.614,2.39E+18,0.0143314,17.87
9.615,2.25E+18,0.0140967,17.8904
9.616,2.12E+18,0.0138665,17.9071
9.617,1.99E+18,0.0136407,17.9204
9.618,1.86E+18,0.0134195,17.9302
9.619,1.75E+18,0.0132029,17.9367
9.62,1.64E+18,0.012991,17.9401
9.621,1.53E+18,0.012784,17.9405
9.622,1.44E+18,0.0125819,17.938
9.623,1.34E+18,0.0123848,17.9328
9.624,1.26E+18,0.0121928,17.9249
9.625,1.18E+18,0.0120059,17.9144
9.626,1.10E+18,0.0118244,17.9016
9.627,1.03E+18,0.0116482,17.8866
9.628,9.68E+17,0.0114774,17.8694
9.629,9.06E+17,0.0113123,17.8502
9.63,8.48E+17,0.0111527,17.8291
9.631,7.93E+17,0.0109989,17.8063
9.632,7.41E+17,0.0108508,17.7818
9.633,6.92E+17,0.0107087,17.7559
9.634,6.46E+17,0.0105726,17.7286
9.635,6.02E+17,0.0104425,17.7
9.636,5.60E+17,0.0103185,17.6703
9.637,5.21E+17,0.0102003,17.6396
9.638,4.84E+17,0.0100873,17.608
9.639,4.49E+17,0.00997926,17.5757
9.64,4.16E+17,0.0098756,17.5426
9.641,3.85E+17,0.00977593,17.509
9.642,3.56E+17,0.00967982,17.475
9.643,3.29E+17,0.00958682,17.4406
9.644,3.04E+17,0.0094965,17.406
9.645,2.80E+17,0.00940842,17.3713
9.646,2.58E+17,0.00932216,17.3366
9.647,2.37E+17,0.00923726,17.302
9.648,2.18E+17,0.0091533,17.2676
9.649,2.01E+17,0.00906984,17.2336
9.65,1.84E+17,0.00898644,17.2
9.651,1.69E+17,0.00890275,17.1669
9.652,1.56E+17,0.00881868,17.1344
9.653,1.43E+17,0.00873426,17.1025
9.654,1.32E+17,0.00864949,17.071
9.655,1.22E+17,0.00856438,17.0401
9.656,1.12E+17,0.00847893,17.0097
9.657,1.04E+17,0.00839315,16.9798
9.658,9.64E+16,0.00830705,16.9503
9.659,8.96E+16,0.00822064,16.9213
9.66,8.35E+16,0.00813392,16.8928
9.661,7.81E+16,0.0080469,16.8648
9.662,7.33E+16,0.0079596,16.8371
9.663,6.90E+16,0.007872,16.8099
9.664,6.52E+16,0.00778414,16.7831
9.665,6.18E+16,0.007696,16.7567
9.666,5.87E+16,0.0076076,16.7307
9.667,5.58E+16,0.00751895,16.7051
9.668,5.32E+16,0.00743006,16.6799
9.669,5.07E+16,0.00734092,16.655
9.67,4.82E+16,0.00725155,16.6304
9.671,4.58E+16,0.00716196,16.6062
9.672,4.33E+16,0.00707216,16.5824
9.673,4.09E+16,0.00698214,16.5588
9.674,3.84E+16,0.00689192,16.5355
9.675,3.60E+16,0.00680151,16.5125
9.676,3.35E+16,0.00671091,16.4898
9.677,3.11E+16,0.00662014,16.4674
9.678,2.86E+16,0.00652919,16.4452
9.679,2.62E+16,0.00643807,16.4233
9.68,2.37E+16,0.0063468,16.4016
