Time (ns),Neutrons out per ns,DSR,Tion (keV)
9.531,6.82E+18,0.0309591,11.7195
9.532,6.82E+18,0.0305945,11.814
9.533,6.78E+18,0.0302309,11.9077
9.534,6.72E+18,0.0298684,12.0005
9.535,6.66E+18,0.0295074,12.0923
9.536,6.60E+18,0.0291479,12.183
9.537,6.52E+18,0.0287902,12.2727
9.538,6.42E+18,0.0284344,12.3611
9.539,6.34E+18,0.0280809,12.4482
9.54,6.25E+18,0.0277297,12.534
9.541,6.12E+18,0.0273812,12.6183
9.542,6.02E+18,0.0270354,12.7011
9.543,5.89E+18,0.0266927,12.7824
9.544,5.75E+18,0.0263531,12.8619
9.545,5.62E+18,0.0260169,12.9398
9.546,5.48E+18,0.0256844,13.0158
9.547,5.34E+18,0.0253556,13.0899
9.548,5.19E+18,0.0250309,13.162
9.549,5.05E+18,0.0247103,13.2321
9.55,4.90E+18,0.0243942,13.3
9.551,4.74E+18,0.0240827,13.3658
9.552,4.59E+18,0.0237757,13.4293
9.553,4.44E+18,0.0234732,13.4908
9.554,4.28E+18,0.0231751,13.5501
9.555,4.12E+18,0.0228815,13.6074
9.556,3.97E+18,0.0225922,13.6626
9.557,3.83E+18,0.0223071,13.7158
9.558,3.67E+18,0.0220263,13.767
9.559,3.52E+18,0.0217496,13.8162
9.56,3.37E+18,0.021477,13.8635
9.561,3.24E+18,0.0212084,13.909
9.562,3.10E+18,0.0209439,13.9525
9.563,2.96E+18,0.0206832,13.9943
9.564,2.82E+18,0.0204264,14.0342
9.565,2.69E+18,0.0201735,14.0724
9.566,2.57E+18,0.0199242,14.1088
9.567,2.44E+18,0.0196787,14.1435
9.568,2.32E+18,0.0194368,14.1766
9.569,2.21E+18,0.0191985,14.208
9.57,2.09E+18,0.0189637,14.2378
9.571,1.99E+18,0.0187324,14.266
9.572,1.88E+18,0.0185044,14.2927
9.573,1.78E+18,0.0182799,14.3179
9.574,1.68E+18,0.0180586,14.3415
9.575,1.59E+18,0.0178405,14.3637
9.576,1.50E+18,0.0176256,14.3845
9.577,1.42E+18,0.0174138,14.4039
9.578,1.34E+18,0.0172051,14.422
9.579,1.26E+18,0.0169994,14.4387
9.58,1.19E+18,0.0167966,14.4541
9.581,1.12E+18,0.0165967,14.4682
9.582,1.06E+18,0.0163996,14.4811
9.583,9.93E+17,0.0162053,14.4928
9.584,9.32E+17,0.0160138,14.5034
9.585,8.74E+17,0.0158248,14.5128
9.586,8.20E+17,0.0156385,14.521
9.587,7.69E+17,0.0154547,14.5282
9.588,7.21E+17,0.0152733,14.5344
9.589,6.76E+17,0.0150944,14.5395
9.59,6.33E+17,0.0149179,14.5436
9.591,5.93E+17,0.0147437,14.5468
9.592,5.55E+17,0.0145717,14.5491
9.593,5.20E+17,0.0144019,14.5504
9.594,4.86E+17,0.0142342,14.551
9.595,4.55E+17,0.0140686,14.5506
9.596,4.25E+17,0.0139051,14.5495
9.597,3.98E+17,0.0137434,14.5476
9.598,3.71E+17,0.0135837,14.545
9.599,3.47E+17,0.0134259,14.5417
9.6,3.23E+17,0.0132698,14.5377
9.601,3.02E+17,0.0131155,14.533
9.602,2.81E+17,0.0129629,14.5277
9.603,2.62E+17,0.012812,14.5218
9.604,2.44E+17,0.012663,14.5154
9.605,2.27E+17,0.0125158,14.5083
9.606,2.12E+17,0.0123704,14.5006
9.607,1.97E+17,0.0122268,14.4925
9.608,1.84E+17,0.0120851,14.4837
9.609,1.71E+17,0.0119453,14.4745
9.61,1.59E+17,0.0118074,14.4647
9.611,1.48E+17,0.0116714,14.4545
9.612,1.37E+17,0.0115373,14.4438
9.613,1.27E+17,0.0114052,14.4326
9.614,1.18E+17,0.0112751,14.4209
9.615,1.10E+17,0.0111469,14.4089
9.616,1.02E+17,0.0110208,14.3964
9.617,9.49E+16,0.0108968,14.3835
9.618,8.82E+16,0.0107747,14.3702
9.619,8.19E+16,0.0106548,14.3566
9.62,7.62E+16,0.0105369,14.3426
9.621,7.09E+16,0.0104212,14.3282
9.622,6.60E+16,0.0103076,14.3136
9.623,6.15E+16,0.0101961,14.2986
9.624,5.74E+16,0.0100869,14.2833
9.625,5.35E+16,0.00997975,14.2678
9.626,4.99E+16,0.00987486,14.2519
9.627,4.65E+16,0.0097722,14.2359
9.628,4.34E+16,0.00967178,14.2195
9.629,4.05E+16,0.00957363,14.203
9.63,3.78E+16,0.00947777,14.1863
9.631,3.53E+16,0.0093842,14.1693
9.632,3.30E+16,0.00929297,14.1522
9.633,3.08E+16,0.00920407,14.135
9.634,2.88E+16,0.00911754,14.1175
9.635,2.69E+16,0.00903338,14.1
9.636,2.52E+16,0.00895162,14.0823
9.637,2.35E+16,0.00887222,14.0645
9.638,2.20E+16,0.00879514,14.0465
9.639,2.06E+16,0.00872035,14.0282
9.64,1.92E+16,0.00864781,14.0097
9.641,1.80E+16,0.00857748,13.9908
9.642,1.67E+16,0.00850932,13.9716
9.643,1.56E+16,0.00844329,13.952
9.644,1.44E+16,0.00837936,13.9319
9.645,1.33E+16,0.00831748,13.9114
9.646,1.22E+16,0.00825763,13.8903
9.647,1.11E+16,0.00819976,13.8687
9.648,1.00E+16,0.00814382,13.8464
9.649,8.92E+15,0.0080898,13.8236
9.65,7.82E+15,0.00803764,13.8
9.651,6.72E+15,0.00798731,13.7757
9.652,5.62E+15,0.00793878,13.7507
9.653,4.52E+15,0.007892,13.7251
9.654,3.42E+15,0.00784694,13.6987
9.655,2.32E+15,0.00780356,13.6717
9.656,1.22E+15,0.00776183,13.644
9.657,1.16E+14,0.0077217,13.6157
9.658,-9.84E+14,0.00768315,13.5867
9.659,-2.08E+15,0.00764614,13.5572
9.66,-3.18E+15,0.00761063,13.527
9.661,-4.28E+15,0.00757658,13.4963
9.662,-5.38E+15,0.00754395,13.465
9.663,-6.48E+15,0.00751272,13.4331
9.664,-7.58E+15,0.00748284,13.4008
9.665,-8.68E+15,0.00745428,13.3679
9.666,-9.78E+15,0.007427,13.3344
9.667,-1.09E+16,0.00740096,13.3005
9.668,-1.20E+16,0.00737613,13.2662
9.669,-1.31E+16,0.00735246,13.2313
9.67,-1.42E+16,0.00732994,13.196
9.671,-1.53E+16,0.00730851,13.1603
9.672,-1.64E+16,0.00728814,13.1241
9.673,-1.75E+16,0.00726879,13.0876
9.674,-1.86E+16,0.00725044,13.0506
9.675,-1.97E+16,0.00723303,13.0133
9.676,-2.08E+16,0.00721654,12.9756
9.677,-2.19E+16,0.00720093,12.9376
9.678,-2.30E+16,0.00718616,12.8992
9.679,-2.41E+16,0.00717219,12.8605
9.68,-2.52E+16,0.00715899,12.8215
