Time (ns),Neutrons out per ns,DSR,Tion (keV)
9.901,1.02E+19,0.0427348,9.08431
9.902,1.10E+19,0.0429373,9.19757
9.903,1.19E+19,0.043009,9.31769
9.904,1.29E+19,0.0424145,9.44657
9.905,1.40E+19,0.0422936,9.58613
9.906,1.52E+19,0.0416904,9.73827
9.907,1.66E+19,0.041238,9.90491
9.908,1.82E+19,0.0407146,10.088
9.909,1.99E+19,0.0406911,10.2893
9.91,2.18E+19,0.0402786,10.5109
9.911,2.41E+19,0.0399686,10.7546
9.912,2.65E+19,0.0395334,11.0223
9.913,2.93E+19,0.0399583,11.316
9.914,3.23E+19,0.038563,11.6376
9.915,3.55E+19,0.0383579,11.9889
9.916,3.91E+19,0.0382461,12.3719
9.917,4.31E+19,0.0376003,12.7884
9.918,4.72E+19,0.036938,13.2405
9.919,5.15E+19,0.036989,13.73
9.92,5.60E+19,0.0363415,14.2588
9.921,6.02E+19,0.0360267,14.828
9.922,6.50E+19,0.035598,15.436
9.923,6.94E+19,0.0348364,16.0801
9.924,7.35E+19,0.0339321,16.7578
9.925,7.76E+19,0.0341724,17.4667
9.926,8.14E+19,0.0330112,18.2041
9.927,8.49E+19,0.0326443,18.9676
9.928,8.88E+19,0.0320618,19.7546
9.929,9.09E+19,0.0310045,20.5625
9.93,9.33E+19,0.0316765,21.389
9.931,9.46E+19,0.0307493,22.2313
9.932,9.59E+19,0.0305427,23.0871
9.933,9.64E+19,0.0301603,23.9537
9.934,9.67E+19,0.02972,24.8287
9.935,9.63E+19,0.0286844,25.7095
9.936,9.54E+19,0.028016,26.5936
9.937,9.41E+19,0.027434,27.4784
9.938,9.29E+19,0.0268619,28.3615
9.939,9.09E+19,0.0269183,29.2402
9.94,8.85E+19,0.0266221,30.1121
9.941,8.64E+19,0.0259018,30.9748
9.942,8.33E+19,0.0255007,31.8262
9.943,8.12E+19,0.0236738,32.6644
9.944,7.84E+19,0.0241569,33.4875
9.945,7.56E+19,0.0234729,34.2936
9.946,7.20E+19,0.0230978,35.0808
9.947,6.93E+19,0.0225452,35.8472
9.948,6.60E+19,0.0221766,36.5909
9.949,6.30E+19,0.0217647,37.3099
9.95,6.00E+19,0.021085,38.0024
9.951,5.66E+19,0.0204398,38.6665
9.952,5.41E+19,0.0200953,39.3002
9.953,5.04E+19,0.0193407,39.9016
9.954,4.83E+19,0.0188774,40.4688
9.955,4.51E+19,0.018509,41
9.956,4.24E+19,0.0181302,41.4937
9.957,4.02E+19,0.0176295,41.9504
9.958,3.71E+19,0.0169467,42.3712
9.959,3.54E+19,0.017045,42.7571
9.96,3.26E+19,0.0164563,43.1093
9.961,3.05E+19,0.0159254,43.4287
9.962,2.89E+19,0.0156222,43.7165
9.963,2.66E+19,0.0153317,43.9736
9.964,2.47E+19,0.0149658,44.201
9.965,2.34E+19,0.0144744,44.4
9.966,2.15E+19,0.0140063,44.5716
9.967,1.97E+19,0.0135568,44.7172
9.968,1.86E+19,0.0131531,44.8387
9.969,1.71E+19,0.0129567,44.9376
9.97,1.56E+19,0.0128887,45.0155
9.971,1.46E+19,0.0123302,45.074
9.972,1.36E+19,0.0119228,45.1149
9.973,1.23E+19,0.0118177,45.1396
9.974,1.13E+19,0.0116543,45.15
9.975,1.06E+19,0.0114631,45.1475
9.976,9.65E+18,0.0111373,45.1338
9.977,8.77E+18,0.0108066,45.1106
9.978,8.24E+18,0.0104649,45.0795
9.979,7.57E+18,0.0101773,45.0421
9.98,6.79E+18,0.00992586,45
9.981,6.29E+18,0.00976204,44.9546
9.982,5.88E+18,0.00960546,44.9063
9.983,5.29E+18,0.00939586,44.8551
9.984,4.78E+18,0.00916399,44.801
9.985,4.48E+18,0.00888208,44.7442
9.986,4.13E+18,0.00866089,44.6846
9.987,3.69E+18,0.00850643,44.6224
9.988,3.36E+18,0.00828492,44.5576
9.989,3.16E+18,0.0080208,44.4903
9.99,2.90E+18,0.00780941,44.4205
9.991,2.57E+18,0.00784729,44.3483
9.992,2.36E+18,0.00772184,44.2737
9.993,2.21E+18,0.00755119,44.1968
9.994,2.01E+18,0.00728317,44.1178
9.995,1.78E+18,0.00699794,44.0365
9.996,1.65E+18,0.00694681,43.9532
9.997,1.54E+18,0.00692677,43.8678
9.998,1.39E+18,0.00670765,43.7804
9.999,1.24E+18,0.0064647,43.6911
10,1.14E+18,0.00636179,43.6
10.001,1.07E+18,0.00627861,43.5071
10.002,9.72E+17,0.00613702,43.4124
10.003,8.65E+17,0.00598296,43.316
10.004,7.92E+17,0.00585288,43.2181
10.005,7.43E+17,0.00573179,43.1186
10.006,6.81E+17,0.005664,43.0176
10.007,6.07E+17,0.00563441,42.9151
10.008,5.49E+17,0.00557245,42.8113
10.009,5.13E+17,0.00546059,42.7061
10.01,4.77E+17,0.00534618,42.5997
10.011,4.29E+17,0.00521879,42.4921
10.012,3.83E+17,0.0050914,42.3834
10.013,3.53E+17,0.00496312,42.2736
10.014,3.31E+17,0.00483474,42.1628
10.015,3.04E+17,0.00471155,42.051
10.016,2.70E+17,0.00459175,41.9383
10.017,2.45E+17,0.00451706,41.8248
10.018,2.31E+17,0.0045553,41.7105
10.019,2.14E+17,0.00459354,41.5955
10.02,1.86E+17,0.00443271,41.4798
10.021,1.69E+17,0.00432983,41.3635
10.022,1.60E+17,0.00426209,41.2467
10.023,1.50E+17,0.00420444,41.1294
10.024,1.38E+17,0.00414648,41.0117
10.025,1.24E+17,0.00408738,40.8936
10.026,1.11E+17,0.00402827,40.7753
10.027,9.93E+16,0.00398781,40.6567
10.028,8.74E+16,0.00398781,40.5379
10.029,7.54E+16,0.00398781,40.419
10.03,6.34E+16,0.00398781,40.3
